"","sd","algorithms","lang","n_parallel","u_duration","epenthesis_rate"
"609",45,"naive_bayes","jpn",3,0,0
"610",45,"naive_bayes","jpn",3,1,0.08
"611",45,"naive_bayes","jpn",3,2,0.08
"612",45,"naive_bayes","jpn",3,3,0
"613",45,"naive_bayes","jpn",4,0,0
"614",45,"naive_bayes","jpn",4,1,0.1
"615",45,"naive_bayes","jpn",4,2,0.04
"616",45,"naive_bayes","jpn",4,3,0.04
"617",45,"naive_bayes","jpn",5,0,0.02
"618",45,"naive_bayes","jpn",5,1,0.02
"619",45,"naive_bayes","jpn",5,2,0.02
"620",45,"naive_bayes","jpn",5,3,0
"621",45,"naive_bayes","fr",1,0,0
"622",45,"naive_bayes","fr",1,1,0.08
"623",45,"naive_bayes","fr",1,2,0.04
"624",45,"naive_bayes","fr",1,3,0.04
"625",45,"naive_bayes","fr",2,0,0.02
"626",45,"naive_bayes","fr",2,1,0.04
"627",45,"naive_bayes","fr",2,2,0.12
"628",45,"naive_bayes","fr",2,3,0.02
"629",45,"naive_bayes","fr",3,0,0.08
"630",45,"naive_bayes","fr",3,1,0.04
"631",45,"naive_bayes","fr",3,2,0.06
"632",45,"naive_bayes","fr",3,3,0.04
"633",45,"naive_bayes","fr",4,0,0
"634",45,"naive_bayes","fr",4,1,0.08
"635",45,"naive_bayes","fr",4,2,0.04
"636",45,"naive_bayes","fr",4,3,0.04
"637",45,"naive_bayes","fr",5,0,0
"638",45,"naive_bayes","fr",5,1,0.08
"639",45,"naive_bayes","fr",5,2,0.08
"640",45,"naive_bayes","fr",5,3,0.06
"641",50,"viterbi","jpn",1,0,0.02
"642",50,"viterbi","jpn",1,1,0.2
"643",50,"viterbi","jpn",1,2,0.14
"644",50,"viterbi","jpn",1,3,0.2
"645",50,"viterbi","jpn",2,0,0.24
"646",50,"viterbi","jpn",2,1,0.46
"647",50,"viterbi","jpn",2,2,0.38
"648",50,"viterbi","jpn",2,3,0.5
"649",50,"viterbi","jpn",3,0,0.26
"650",50,"viterbi","jpn",3,1,0.46
"651",50,"viterbi","jpn",3,2,0.5
"652",50,"viterbi","jpn",3,3,0.46
"653",50,"viterbi","jpn",4,0,0.28
"654",50,"viterbi","jpn",4,1,0.52
"655",50,"viterbi","jpn",4,2,0.56
"656",50,"viterbi","jpn",4,3,0.54
"657",50,"viterbi","jpn",5,0,0.24
"658",50,"viterbi","jpn",5,1,0.32
"659",50,"viterbi","jpn",5,2,0.56
"660",50,"viterbi","jpn",5,3,0.48
"661",50,"viterbi","fr",1,0,0
"662",50,"viterbi","fr",1,1,0.06
"663",50,"viterbi","fr",1,2,0.16
"664",50,"viterbi","fr",1,3,0.22
"665",50,"viterbi","fr",2,0,0.02
"666",50,"viterbi","fr",2,1,0.28
"667",50,"viterbi","fr",2,2,0.28
"668",50,"viterbi","fr",2,3,0.42
"669",50,"viterbi","fr",3,0,0
"670",50,"viterbi","fr",3,1,0.18
"671",50,"viterbi","fr",3,2,0.34
"672",50,"viterbi","fr",3,3,0.34
"673",50,"viterbi","fr",4,0,0.04
"674",50,"viterbi","fr",4,1,0.18
"675",50,"viterbi","fr",4,2,0.4
"676",50,"viterbi","fr",4,3,0.44
"677",50,"viterbi","fr",5,0,0.02
"678",50,"viterbi","fr",5,1,0.3
"679",50,"viterbi","fr",5,2,0.36
"680",50,"viterbi","fr",5,3,0.46
"681",50,"naive_bayes","jpn",1,0,0.02
"682",50,"naive_bayes","jpn",1,1,0.06
"683",50,"naive_bayes","jpn",1,2,0.04
"684",50,"naive_bayes","jpn",1,3,0
"685",50,"naive_bayes","jpn",2,0,0.02
"686",50,"naive_bayes","jpn",2,1,0.04
"687",50,"naive_bayes","jpn",2,2,0
"688",50,"naive_bayes","jpn",2,3,0.02
"689",50,"naive_bayes","jpn",3,0,0.02
"690",50,"naive_bayes","jpn",3,1,0.08
"691",50,"naive_bayes","jpn",3,2,0.06
"692",50,"naive_bayes","jpn",3,3,0
"693",50,"naive_bayes","jpn",4,0,0.02
"694",50,"naive_bayes","jpn",4,1,0
"695",50,"naive_bayes","jpn",4,2,0.04
"696",50,"naive_bayes","jpn",4,3,0
"697",50,"naive_bayes","jpn",5,0,0
"698",50,"naive_bayes","jpn",5,1,0
"699",50,"naive_bayes","jpn",5,2,0.02
"700",50,"naive_bayes","jpn",5,3,0
"701",50,"naive_bayes","fr",1,0,0.02
"702",50,"naive_bayes","fr",1,1,0.02
"703",50,"naive_bayes","fr",1,2,0.12
"704",50,"naive_bayes","fr",1,3,0
"705",50,"naive_bayes","fr",2,0,0.02
"706",50,"naive_bayes","fr",2,1,0
"707",50,"naive_bayes","fr",2,2,0.02
"708",50,"naive_bayes","fr",2,3,0.02
"709",50,"naive_bayes","fr",3,0,0
"710",50,"naive_bayes","fr",3,1,0.02
"711",50,"naive_bayes","fr",3,2,0.06
"712",50,"naive_bayes","fr",3,3,0.02
"713",50,"naive_bayes","fr",4,0,0.02
"714",50,"naive_bayes","fr",4,1,0.06
"715",50,"naive_bayes","fr",4,2,0.02
"716",50,"naive_bayes","fr",4,3,0.02
"717",50,"naive_bayes","fr",5,0,0
"718",50,"naive_bayes","fr",5,1,0.04
"719",50,"naive_bayes","fr",5,2,0.04
"720",50,"naive_bayes","fr",5,3,0
